Latitude,Longitude
30.09821,-93.74602
30.70809,-94.933
29.45655,-95.0482
32.77774,-95.40143
31.31292,-94.72739
31.39209,-94.71615
32.40832,-94.43711
31.78071,-94.54995
32.73139,-97.11465
32.75835,-97.32537
32.79342,-97.39301
30.73802,-94.43028
30.87254,-94.45336
30.04826,-94.88201
30.07853,-94.91101
30.33871,-97.74828
30.33954,-97.7532
30.54168,-87.19737
30.5886,-87.17691
30.6821,-87.40377
30.40673,-87.81529
35.88981,-82.83282
36.20832,-82.27405
35.90149,-82.79047
30.38581,-83.83638
38.94467,-77.18313
34.22198,-84.71285
34.0557,-84.7094
33.76009,-83.69451
33.9102,-84.3747
34.0787,-84.77549
33.91214,-84.38869
30.38181,-89.28925
35.58129,-82.9695
33.0064,-86.31855
38.80105,-77.32555
30.43117,-84.24416
33.71698,-84.15086
33.78467,-84.25992
33.7552,-84.2875
33.66712,-84.13048
30.41931,-84.38212
30.39932,-84.40387
30.48519,-86.30947
29.82657,-82.54438
30.52357,-81.44128
30.52356,-81.44179
30.52359,-81.44213
30.52326,-81.442
30.60141,-87.02877
30.45367,-86.86603
30.42785,-85.60581
26.42761,-81.59475
29.12955,-82.57035
29.12994,-82.57036
30.4327,-85.20506
30.73376,-84.9164
30.73353,-84.91631
30.73414,-84.91672
30.45869,-84.98261
30.70179,-84.8556
29.02778,-81.33503
29.93464,-81.99801
29.9356,-81.99228
29.10293,-82.0887
30.3204,-87.28209
30.45263,-84.17593
30.44999,-84.17057
30.44719,-84.16866
30.44765,-84.17337
30.44914,-84.17171
30.45007,-84.17016
30.45428,-84.17423
30.45254,-84.16971
30.45053,-84.17145
30.45116,-84.17009
30.45316,-84.17598
30.45271,-84.17267
26.43542,-81.81305
30.58723,-87.17729
30.58683,-87.17753
29.10447,-82.0871
29.09536,-82.10039
30.49808,-84.17004
30.45818,-87.16703
30.44191,-87.17349
30.72094,-85.93613
26.43482,-81.81293
30.63773,-87.03681
30.62944,-87.04213
30.62988,-87.04218
30.42092,-81.42717
30.42093,-81.42711
30.42061,-81.42737
30.42065,-81.4274
30.42072,-81.42737
30.42081,-81.42728
30.4208,-81.42738
30.42072,-81.42743
30.62776,-85.3992
30.62768,-85.40444
30.43626,-84.13313
30.4553,-83.62325
30.45565,-83.39317
28.84846,-81.33644
30.74111,-84.93671
30.49881,-84.31505
30.47684,-86.40234
30.27889,-84.24215
30.2805,-84.24254
30.23349,-84.2323
30.25203,-84.23618
29.65852,-82.53888
29.65795,-82.53851
29.6446,-82.35451
29.65818,-82.53878
30.47731,-83.64485
28.11333,-81.88756
30.44591,-84.24474
27.84349,-81.81125
29.82671,-82.54462
30.71057,-87.0289
30.71589,-87.00632
29.82665,-82.54474
29.8291,-82.54667
38.91628,-76.90649
35.29891,-79.6256
35.29815,-79.62495
35.23807,-79.55771
35.01198,-79.37196
35.25487,-79.56973
34.91521,-79.51224
34.8239,-79.52609
34.95454,-79.34469
34.82505,-79.52582
35.36185,-79.57693
35.36399,-79.575
35.24709,-79.53683
35.20242,-79.38226
35.26609,-79.52481
34.76207,-79.59707
35.20785,-79.56055
35.20791,-79.56027
35.19893,-79.64353
35.19842,-79.64234
35.19806,-79.64268
35.13541,-79.39703
35.13617,-79.39445
35.1328,-79.3937
35.20288,-79.29939
35.20318,-79.29909
35.20381,-79.29841
35.24315,-79.57004
35.16951,-79.38392
35.11234,-79.38243
35.11444,-79.37857
35.11341,-79.38178
35.19481,-78.98525
35.19442,-78.98402
35.2075,-78.95739
35.11242,-79.38195
34.96704,-79.46131
34.96661,-79.46173
34.96581,-79.46141
35.23177,-79.56653
35.04396,-79.4584
35.18593,-79.38666
35.11784,-79.58011
35.24073,-79.42288
35.21558,-79.40019
35.03965,-79.44564
33.39308,-84.60269
33.17296,-84.91558
32.22331,-84.71152
31.97553,-84.61468
32.4583,-83.73605
33.21109,-84.73955
33.01168,-84.70898
30.92662,-83.90713
32.30127,-84.78159
31.45547,-83.5137
34.04561,-84.58284
33.14741,-84.74094
30.7038,-83.02795
30.70478,-83.02704
32.48281,-83.76808
32.52086,-83.92148
33.16467,-84.45824
33.12939,-84.41241
33.03347,-84.14864
32.90812,-84.07575
33.02173,-83.95947
32.67414,-83.52366
32.59346,-83.47025
32.35906,-83.31528
33.19358,-84.93457
32.07984,-83.76313
32.46635,-83.74567
32.85234,-84.70113
32.81076,-84.85537
32.54612,-83.74705
32.06938,-82.90253
31.87356,-82.59555
31.17008,-84.74622
33.24648,-84.30222
33.26048,-84.09857
33.60918,-83.45208
31.78241,-84.44585
36.30184,-82.12791
35.99399,-82.77895
36.62852,-81.77607
37.9076,-89.8361
42.39934,-86.33451
45.481,-122.681
45.24,-122.736
44.69012,-86.20783
43.2196,-123.35762
42.58,-70.77
42.6597,-73.76654
42.33,-71.21
42.303,-70.8833
41.9819,-70.6952
42.05569,-87.68352
41.7669,-70.5183
41.57555,-85.83102
41.61347,-86.87987
41.06744,-73.43497
41.15919,-73.25813
41.0169,-73.63429
41.3101,-72.9241
41.54668,-81.57889
41.24948,-73.93783
41.22073,-73.91051
41.25604,-72.0298
40.87716,-74.19439
40.88101,-74.124
40.81085,-73.40992
40.82887,-73.40847
40.86231,-73.44606
40.8367,-73.29534
40.82822,-73.40462
40.75158,-73.10329
40.90052,-73.35231
40.87105,-73.42343
29.6353,-91.4679
30.8503,-91.0487
30.6558,-92.8279
30.6534,-93.3406
30.5438,-91.0936
30.3991,-89.9636
29.4942,-90.399
29.3805,-94.8584
30.336,-94.3931
30.2278,-93.3577
30.2686,-92.8155
30.1038,-97.3115
30.2062,-92.0639
30.0576,-98.0295
30.0658,-89.9314
29.7936,-91.7849
30.8728,-91.4234
30.6073,-87.3326
30.4569,-84.2791
30.452,-83.4672
30.6145,-86.1708
30.6683,-86.593
29.8016,-84.8167
29.676,-82.3583
29.2115,-82.0591
28.514,-81.3221
28.553,-82.4682
28.301,-82.4386
27.9598,-81.7001
26.4286,-81.5949
26.5776,-81.9215
26.1461,-80.4529
45.66528,-121.35611
39.6256,-80.0513
39.44,-79.65
39.5,-78.24
39.41,-78.88
39.49,-78.07
39.49,-80.85
39.3,-77.88
39.33,-80.36
39.2056,-78.2629
39.34,-79.96
39.21,-81.47
39.18,-81.03
39.0932,-77.6366
39.1298,-79.9983
39.11,-79.65
39.1164,-77.997
39.019,-81.3847
39.01,-80.54
38.83524,-81.00956
38.92,-80.85
38.8332,-81.6723
38.8339,-77.2764
38.8437,-81.1177
38.79369,-81.22225
38.94702,-81.19368
38.7729,-82.0223
38.7407,-77.8085
38.704,-77.4778
38.60959,-81.31516
38.7033,-80.7313
38.5153,-78.8763
38.6137,-78.4815
38.4946,-80.4348
38.5,-81.91
38.4604,-81.0746
38.25,-81.43
38.44,-82.26
38.4131,-77.4528
38.16,-82.47
38.2645,-77.1548
38.0311,-81.0872
37.98,-81.73
37.9444,-76.9514
37.9871,-77.957
37.792,-78.8844
37.8257,-81.9385
37.858,-76.3791
37.703,-77.0967
37.58,-80.85
37.7077,-76.4109
37.5517,-79.8045
37.63,-81.56
37.5686,-78.5254
37.6109,-76.507
37.5147,-78.2395
37.56,-80.59
37.5461,-77.9164
37.5062,-76.9978
37.3117,-79.5288
37.5508,-77.4042
37.4032,-76.5228
37.43,-81.12
37.3782,-77.5884
37.301,-75.9257
37.38,-81.65
37.4187,-76.2792
37.3516,-77.0614
37.3191,-80.6979
37.3116,-76.7707
37.2117,-79.0913
37.2183,-78.4431
37.1712,-80.3944
37.1868,-77.2212
37.1166,-82.3513
37.1414,-78.0547
37.0764,-77.6301
37.0081,-78.6619
37.0632,-80.7139
37.1198,-76.8905
37.0759,-76.5142
36.9746,-82.6217
36.907,-76.7112
36.9379,-82.0954
36.8202,-79.3973
36.947,-78.2414
36.9264,-77.2588
36.9211,-81.085
36.7667,-78.9383
36.845,-81.5335
36.7236,-77.1066
36.7701,-76.0147
36.7242,-81.9612
36.7033,-76.6381
36.7071,-83.129
36.6836,-78.3651
36.7186,-82.6015
36.6788,-76.3088
36.6709,-79.8845
36.6525,-81.2285
29.94917,-81.45099
36.90651,-89.86355
37.35815,-89.62412
38.43712,-78.36711
28.4233,-82.16971
34.25185,-83.99453
34.2495,-83.98251
34.26267,-83.95438
34.26297,-83.95629
32.40396,-84.90442
32.40461,-84.90553
34.32653,-78.8175
30.92629,-86.98456
30.7622,-86.82842
30.82601,-86.97844
30.76196,-86.82968
34.3884,-83.8742
34.3913,-83.8758
34.4138,-83.9017
34.4228,-83.909
34.4237,-83.9097
34.4237,-83.9101
34.4299,-83.9171
34.4317,-83.8948
34.4318,-83.9198
34.61897,-83.75691
34.61809,-83.75776
34.61772,-83.759
34.61607,-83.76231
34.61195,-83.77123
34.61085,-83.77446
34.60932,-83.7719
34.59972,-83.7798
34.59333,-83.78208
34.5927,-83.78158
34.59123,-83.781
34.59226,-83.77963
34.57867,-83.76209
34.59157,-83.77935
34.58316,-83.77275
33.85501,-84.48386
41.19206,-81.57995
35.4316,-82.2494
35.43099,-82.2495
35.47057,-82.24923
35.43038,-82.24242
35.4317,-82.24083
35.43267,-82.25008
35.42953,-82.24768
34.3887,-83.8743
34.3789,-83.8758
34.02001,-83.60931
35.43084,-82.24698
35.43184,-82.24734
35.43057,-82.24777
40.41459,-74.03059
34.76126,-85.00362
34.76214,-85.00377
32.45683,-83.73836
35.30442,-95.35144
34.06166,-83.15586
34.20491,-83.71893
33.69842,-84.26052
31.46861,-82.76619
34.16565,-84.81239
33.89024,-84.83936
34.06845,-84.27603
30.82706,-82.01353
33.55607,-83.44902
33.86732,-84.33542
33.81227,-84.29775
30.38366,-81.48735
33.60797,-86.65501
33.60754,-86.65217
37.25419,-86.13149
37.09088,-86.06672
37.09893,-86.00678
37.11337,-85.98447
37.86773,-80.98035
38.13454,-81.10102
39.91374,-80.78402
38.48468,-82.21706
38.51412,-81.38855
38.49979,-82.12703
38.38621,-82.3612
38.50045,-82.11956
38.47633,-82.1062
37.61366,-82.16696
37.67565,-82.28306
38.40048,-81.59205
38.36573,-82.45352
39.42317,-80.85071
38.44629,-81.51904
38.46948,-81.47852
37.67702,-82.30229
38.38193,-82.35646
39.91389,-80.79149
39.80479,-80.82057
39.66932,-78.08812
39.47443,-78.64704
40.27849,-80.54999
37.72749,-80.67614
37.77967,-80.89801
39.26315,-77.97638
39.59255,-78.25897
38.43146,-82.37043
39.08272,-81.07699
37.96562,-81.82117
37.98513,-81.95455
37.99723,-81.89641
38.02464,-81.87332
38.04573,-81.87147
38.18054,-81.31913
38.34179,-81.66274
38.37363,-81.70369
38.20882,-81.45746
38.20878,-81.45749
38.19824,-81.37741
38.19682,-81.37661
38.1954,-81.37579
38.18923,-81.36932
38.18771,-81.3662
38.18639,-81.3627
38.18553,-81.35913
38.1801,-81.34359
38.1798,-81.34084
38.17965,-81.34015
38.17962,-81.33905
38.18001,-81.3354
38.21137,-81.36834
38.21395,-81.36142
38.21555,-81.35795
38.21045,-81.3742
38.20851,-81.40196
38.20013,-81.49643
38.21622,-81.51853
38.29684,-81.55706
38.29807,-81.55666
38.29926,-81.55625
38.34743,-81.61604
38.52569,-81.63081
37.92456,-81.82818
37.92049,-81.82904
37.85985,-81.88465
37.86446,-81.91902
37.85911,-81.92687
37.84025,-81.94934
37.73445,-81.76875
37.73502,-81.77132
37.73314,-81.8153
37.75237,-81.89264
37.75456,-81.89384
37.75866,-81.89564
37.75977,-81.89732
37.77034,-81.92985
37.89632,-81.99427
38.96169,-81.926
38.50935,-82.07477
37.48182,-81.81799
37.47069,-81.79897
37.46971,-81.79071
37.44371,-81.7166
37.44542,-81.71418
37.43819,-81.68849
37.43478,-81.68586
37.43302,-81.67941
37.43333,-81.67793
37.43478,-81.66905
37.42121,-81.64021
37.41678,-81.63062
37.41293,-81.60534
37.41502,-81.60052
37.41749,-81.58948
37.41873,-81.58949
37.42374,-81.58271
37.41461,-81.52128
37.42784,-81.50643
37.41912,-81.49679
37.41099,-81.47238
37.40999,-81.45718
37.41051,-81.45565
37.41204,-81.45317
37.41276,-81.45207
37.41993,-81.44338
37.41002,-81.42662
37.36957,-81.38169
37.37052,-81.3793
37.42633,-81.21429
37.42762,-81.21722
37.46979,-81.25762
37.76714,-82.33109
37.76374,-82.33016
37.72694,-82.31572
37.7245,-82.31544
37.7169,-82.30979
37.67266,-82.27604
37.66213,-82.26299
37.65893,-82.25293
37.69767,-82.2306
37.59972,-81.87279
37.59879,-81.8718
37.82672,-82.24045
37.6871,-82.29712
37.67477,-82.28243
38.47914,-81.83713
38.10373,-82.57056
37.92523,-82.44606
37.92791,-82.48983
37.95967,-82.4704
37.96361,-82.47897
37.96411,-82.48095
37.97068,-82.48211
37.98758,-82.37223
37.99626,-82.39847
37.99734,-82.40134
37.52421,-81.8024
37.49719,-81.33179
37.50461,-81.33871
37.56232,-81.40733
37.57054,-81.48398
37.57327,-81.49119
37.57943,-81.53448
37.61565,-81.54
37.96059,-82.01734
38.03287,-82.13218
39.6598,-80.85769
37.84031,-81.94914
38.95734,-81.17787
39.28226,-81.37566
38.7889,-81.12651
38.77013,-81.10902
38.12409,-81.14407
39.00188,-80.71896
37.74869,-81.9993
38.56648,-81.03007
38.12362,-81.69239
39.43055,-80.27768
39.17485,-78.92161
39.32697,-78.88199
38.61432,-80.5565
38.25542,-81.04228
39.35421,-78.51027
39.32461,-78.7931
38.71622,-80.65774
37.60585,-81.77518
37.43308,-81.68033
39.42609,-78.953
37.70691,-80.88916
38.31134,-81.16558
38.48118,-80.42542
37.41031,-81.45699
37.40943,-81.42632
37.64857,-81.5557
38.49285,-80.30418
37.37017,-81.38029
38.43982,-80.44156
38.98407,-78.91621
37.79328,-81.53821
39.59677,-80.94697
39.28227,-81.54299
39.2506,-81.41448
38.94725,-81.19963
38.49278,-80.30415
37.46613,-81.8681
37.42195,-81.58342
37.32175,-81.69107
37.5996,-81.53346
37.50478,-81.33896
37.60312,-80.8037
37.61798,-81.3043
37.32019,-81.29636
38.45574,-80.43086
38.48035,-80.41395
37.60766,-81.75083
37.88473,-81.65365
37.8111,-81.92417
37.62778,-82.19424
37.44076,-81.5911
37.36727,-81.54144
37.6545,-80.81359
37.29181,-81.20652
38.0541,-81.26722
37.16847,-81.30171
38.91914,-82.07166
38.71614,-80.65779
38.4813,-80.42522
37.49673,-81.33144
37.34046,-81.67206
37.58393,-81.38263
37.52773,-81.59385
37.54156,-81.79586
37.92413,-82.44667
37.76658,-82.33148
38.50763,-81.03944
38.24509,-81.38933
39.49861,-80.09348
39.03246,-81.3938
38.00574,-81.34963
37.56252,-81.40697
38.50888,-80.7468
38.21091,-81.45712
37.9582,-81.48437
37.29163,-81.20613
37.42071,-81.58846
37.60268,-80.80385
38.04681,-81.8713
37.74972,-81.89152
37.57061,-81.48391
38.71628,-80.65775
39.05987,-81.41257
37.89658,-81.99442
38.76935,-81.10743
38.4074,-82.42743
38.89579,-82.01562
37.98781,-82.37266
39.88892,-80.79076
38.03286,-82.13245
38.44157,-82.05216
38.35476,-81.59739
38.47987,-80.413
38.04653,-81.87143
38.37354,-81.70402
37.57955,-81.53451
37.60604,-81.91755
38.31319,-81.87573
38.22573,-81.24798
38.4729,-80.40599
39.6436,-79.93924
39.43092,-80.27851
39.55267,-77.99413
38.01988,-81.35357
38.47916,-80.76241
37.43063,-80.70005
37.4923,-80.82745
37.9849,-81.95429
37.46971,-81.25766
38.47641,-81.08464
37.86885,-80.979
38.07241,-81.07438
38.66583,-80.76541
38.68757,-80.68638
38.56433,-80.94012
37.42656,-81.21418
39.5521,-79.94014
39.03053,-80.47345
39.16025,-80.04876
39.66071,-80.8578
38.1464,-81.28456
38.85289,-80.64997
37.92298,-82.44986
37.4237,-81.58273
39.27504,-80.2155
39.33174,-78.73917
39.15124,-80.05025
39.29514,-80.82383
38.47732,-81.19001
38.5324,-81.12144
37.32791,-81.30688
37.95881,-81.48414
37.65644,-80.88805
39.29842,-79.63885
38.99333,-81.33089
39.10231,-81.42335
38.98315,-81.49165
38.3798,-82.25623
38.03336,-82.18088
37.96044,-82.01728
38.50572,-82.06939
38.80134,-80.97496
38.95349,-80.80979
39.27255,-81.33959
39.28275,-81.54208
38.15636,-81.293
38.5662,-81.03018
37.98769,-82.37262
38.46261,-81.07197
38.02355,-81.35478
37.71039,-80.889
38.83567,-81.00953
38.00564,-81.34972
37.36725,-81.54153
39.3317,-78.73901
39.29836,-79.63876
39.82262,-80.81375
39.66015,-80.85779
39.00186,-80.71897
38.45301,-80.42983
39.31723,-80.03117
37.96344,-82.47797
33.56679,-87.10828
36.64026,-85.57628
36.70078,-84.47813
36.96227,-84.58481
34.0593,-84.27584
33.9072,-84.47196
32.30155,-84.76883
33.5258,-84.2646
33.5248,-84.2613
33.5607,-84.22
33.85291,-84.03984
34.11985,-84.34332
34.11898,-84.34066
34.10254,-84.24352
34.14891,-84.18873
34.14856,-84.189
34.06041,-84.27663
34.0326,-84.31685
34.02838,-84.32041
34.02862,-84.32002
34.01547,-84.32965
33.935,-84.35587
34.02095,-84.32278
32.90201,-84.69407
30.84075,-83.25228
33.82793,-84.57548
33.81645,-84.33358
33.81353,-84.3336
32.8917,-84.68121
33.4746,-84.21432
33.83909,-84.32491
33.844,-84.97952
33.42896,-84.50531
34.46866,-83.96748
34.54067,-83.97194
34.96316,-83.78963
34.8805,-83.95403
34.88207,-83.95099
34.54212,-83.75945
34.16486,-83.89956
33.94849,-84.63604
33.72682,-84.82649
34.7856,-85.00107
33.26618,-84.28761
32.07842,-83.76296
32.76547,-83.47352
33.0687,-83.2234
33.06995,-83.22373
33.07056,-83.224
33.70382,-84.39898
33.70275,-84.40007
34.21866,-85.15869
31.30943,-81.4606
31.2546,-81.44277
31.24473,-81.44986
41.22055,-73.91045
39.03389,-77.23828
33.64087,-83.97642
33.65578,-84.00096
33.20496,-84.33721
33.75511,-84.65306
33.06604,-83.2233
34.05957,-84.71969
34.05907,-84.72057
34.01012,-84.36016
34.00717,-84.35232
33.67825,-84.31641
34.20058,-84.13324
31.55568,-83.99573
33.77206,-84.44104
34.10707,-84.21352
38.09106,-85.72386
33.598,-83.8282
33.79118,-82.47935
33.68576,-82.33227
34.20097,-84.79946
33.34061,-83.65073
34.22633,-77.88935
32.45041,-84.96094
29.67644,-82.37995
29.66704,-82.33073
29.66638,-82.33032
34.0083,-84.1481
33.91197,-83.03614
33.70532,-84.12744
32.48282,-84.86888
32.55722,-84.95042
33.57207,-84.51295
33.86385,-84.44033
42.05582,-87.68282
37.71834,-88.75322
37.97506,-89.74869
37.42668,-89.00616
37.44237,-88.89369
40.39859,-90.52477
39.62015,-90.96787
38.01302,-89.69267
37.17351,-89.19427
38.59331,-90.0635
38.90413,-88.68357
37.43568,-88.89025
37.1982,-88.61212
40.00939,-91.35239
38.36225,-88.90051
37.45381,-89.25761
39.46593,-74.45694
33.4485,-84.324
41.27793,-72.80847
37.18015,-93.28449
36.74393,-93.38237
33.82993,-84.34476
31.58985,-84.5651
31.58864,-84.56346
31.58628,-84.1516
34.25218,-83.89274
34.88125,-83.95278
34.8814,-83.9523
34.89031,-83.93838
34.89268,-83.93695
34.89992,-83.9282
34.90046,-83.92014
34.90228,-83.91186
34.90682,-83.88267
34.91069,-83.86756
34.91043,-83.86727
34.91157,-83.86533
34.92657,-83.85079
34.88208,-83.95108
34.91086,-83.87011
36.64824,-91.20268
36.7952,-91.33136
36.72807,-91.21719
36.66869,-90.87149
36.71173,-90.91721
37.8563,-92.04392
36.90849,-92.09587
36.63824,-93.78326
37.03952,-90.58978
36.93382,-92.04981
36.90672,-90.4782
36.65165,-91.17681
36.97786,-90.64643
36.66274,-91.19498
36.67277,-93.85899
33.94845,-83.35793
33.95233,-83.36248
33.95726,-83.36845
33.96427,-84.73915
33.95352,-84.73771
33.97658,-84.73959
33.96861,-84.73995
33.9142,-84.89848
32.84471,-83.57911
30.86838,-81.65495
33.87714,-83.44798
33.77961,-84.41933
33.95228,-84.55206
33.35588,-84.75217
34.1156,-84.00808
33.65444,-84.40926
32.13993,-82.34791
32.14911,-82.34264
30.70045,-84.8092
30.7011,-84.81408
30.70087,-84.82976
39.06609,-82.42139
30.87228,-83.94996
45.48059,-122.67951
45.24001,-122.73466
34.51093,-84.91783
30.99226,-83.38704
32.82969,-83.66521
36.8164,-83.89784
36.81163,-83.49857
36.75536,-83.69354
36.72313,-83.62523
36.84555,-83.40457
36.89261,-83.27525
39.06769,-81.38825
38.64731,-80.39336
37.73417,-82.00269
37.62747,-81.86853
38.12395,-82.19408
37.65394,-80.84586
37.7415,-82.05658
37.84879,-82.03708
37.83693,-81.95899
37.71108,-81.90356
37.86256,-81.87336
37.81266,-81.93403
37.74906,-81.99697
37.70761,-81.97088
37.71542,-81.89662
37.85947,-81.90186
37.74137,-82.05641
37.83138,-81.99899
38.20203,-81.25272
38.17878,-81.35739
38.01756,-81.42064
38.09,-81.44528
37.83607,-82.40826
37.95705,-81.48844
38.24878,-82.19214
37.92652,-81.98041
37.89901,-81.03093
38.12396,-82.19409
38.33006,-81.69736
37.11414,-83.80366
37.09115,-83.80038
37.08831,-83.79961
37.09418,-83.85204
37.08218,-83.84013
37.085,-83.76593
37.10699,-83.7539
37.12224,-83.7457
37.14471,-83.89332
37.15642,-83.79907
37.37392,-84.33062
37.33716,-84.28387
34.05243,-84.01038
32.84613,-83.64393
32.85299,-84.61127
30.82702,-82.01212
34.2968,-83.84296
34.4817,-85.35433
32.54993,-84.22702
33.51202,-82.17458
33.91585,-83.78159
38.41024,-90.49214
33.99362,-83.77656
33.71573,-84.16512
33.78866,-84.1643
30.46293,-84.26089
30.45202,-84.32797
33.73647,-84.73197
32.62374,-83.8231
31.99876,-89.14583
33.7999,-84.39217
33.9078,-83.2621
33.9275,-83.2896
33.927,-83.2879
33.9194,-83.2717
33.9046,-83.2383
33.8894,-83.1881
33.8878,-83.1817
33.9267,-83.2869
33.44617,-84.15107
32.69323,-83.67747
33.8323,-82.43096
30.43224,-84.31485
30.42642,-84.30392
30.42657,-84.30513
30.42661,-84.30737
30.4945,-84.20862
30.46648,-84.24355
28.10985,-81.87769
28.46999,-82.11923
29.82915,-82.54661
28.81789,-82.4192
36.76365,-79.96599
30.59301,-86.16679
38.82518,-92.35338
36.30679,-95.59584
38.25708,-85.92605
33.85153,-84.21828
33.57898,-84.3844
34.51718,-84.06593
34.22565,-84.8543
34.05539,-83.71701
33.84529,-84.42899
36.55795,-90.05369
30.45439,-84.3243
32.15868,-84.28908
38.44551,-86.59573
30.45698,-84.32422
34.64124,-85.287
28.9493,-81.3319
30.41813,-84.09365
30.73069,-84.91303
30.73136,-84.90937
29.62082,-82.32733
30.42067,-81.42741
30.42067,-81.42736
30.42117,-81.42722
33.07409,-83.24879
34.46516,-84.45436
33.84104,-84.30837
30.59303,-86.1696
30.47205,-86.65073
30.48129,-86.48476
30.50617,-86.50596
30.51035,-86.51087
30.51076,-86.51103
30.49634,-86.5015
30.49688,-86.50136
30.46065,-86.55109
30.49525,-86.50853
30.49547,-86.50852
30.50188,-86.51123
30.49377,-86.50469
30.49326,-86.50426
30.49344,-86.50444
37.91091,-81.02259
37.91352,-81.02193
33.93604,-84.44566
38.90515,-77.09271
38.90275,-77.08665
38.90254,-77.08533
38.90435,-77.09066
38.95659,-77.12984
38.955,-77.12934
38.95427,-77.12864
38.95652,-77.13001
34.94191,-85.25576
35.01051,-85.34365
34.97964,-85.80955
38.35825,-77.32667
38.90527,-77.0928
38.91783,-77.10597
38.90485,-77.09203
38.90539,-77.09309
34.14916,-82.01241
38.91724,-77.09938
38.8742,-76.93888
38.95965,-77.05416
38.87289,-76.93903
38.87356,-76.94179
38.87286,-76.94042
38.95678,-77.12994
38.95673,-77.13003
38.9548,-77.12919
38.95704,-77.1305
38.95217,-77.12757
38.94728,-77.12447
38.95756,-77.13058
38.95433,-77.12854
38.95622,-77.12954
38.9567,-77.12989
19.34133,-155.22571
36.02851,-93.10046
38.90285,-77.08555
37.89909,-81.03105
37.20027,-86.05443
31.6506,-91.20726
31.65067,-91.2072
31.8419,-91.05726
31.65099,-91.20709
31.84388,-91.05881
31.65078,-91.20703
31.93905,-90.97302
31.934,-90.98298
31.87108,-91.03835
32.11254,-90.76867
31.94238,-90.97378
31.86432,-91.04115
31.86411,-91.04097
31.93389,-90.98435
31.9409,-90.97453
31.87093,-91.03853
31.93148,-90.99365
31.93992,-90.97334
31.91349,-91.00385
31.87008,-91.03847
31.94138,-90.97436
31.96586,-90.95743
33.68648,-89.04109
32.36569,-90.83789
32.33882,-90.86176
32.34359,-90.84769
32.33852,-90.86241
32.34421,-90.85516
32.36651,-90.83759
32.37589,-90.83285
32.33897,-90.86118
32.34152,-90.85134
